Number_added,Name_orginial,Author,Reviews_count,User_rating,Price,Year,Genre,Title_upper,Series,Series_number,Author_upper,LastName_first_no_titlesDRJR,Audience,Adult_interest,Title_word_count,Author_count_all,Authors_last_three
322,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,"3,477",4.7,$28.00,2011,Non Fiction,THE 5 LOVE LANGUAGES: THE SECRET TO LOVE THAT LASTS,5 Love Languages,,GARY CHAPMAN,"CHAPMAN, GARY",Adult,Adult,10,11,0
323,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,"3,477",4.7,$28.00,2012,Non Fiction,THE 5 LOVE LANGUAGES: THE SECRET TO LOVE THAT LASTS,5 Love Languages,,GARY CHAPMAN,"CHAPMAN, GARY",Adult,Adult,10,11,0
324,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,"3,477",4.7,$28.00,2013,Non Fiction,THE 5 LOVE LANGUAGES: THE SECRET TO LOVE THAT LASTS,5 Love Languages,,GARY CHAPMAN,"CHAPMAN, GARY",Adult,Adult,10,11,0
325,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,"3,477",4.7,$28.00,2014,Non Fiction,THE 5 LOVE LANGUAGES: THE SECRET TO LOVE THAT LASTS,5 Love Languages,,GARY CHAPMAN,"CHAPMAN, GARY",Adult,Adult,10,11,0
326,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,"25,554",4.8,$8.00,2015,Non Fiction,THE 5 LOVE LANGUAGES: THE SECRET TO LOVE THAT LASTS,5 Love Languages,,GARY CHAPMAN,"CHAPMAN, GARY",Adult,Adult,10,11,0
327,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,"25,554",4.8,$8.00,2016,Non Fiction,THE 5 LOVE LANGUAGES: THE SECRET TO LOVE THAT LASTS,5 Love Languages,,GARY CHAPMAN,"CHAPMAN, GARY",Adult,Adult,10,11,0
130,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,"22,288",4.6,$12.00,2018,Non Fiction,"GIRL, WASH YOUR FACE: STOP BELIEVING THE LIES ABOUT WHO YOU ARE SO YOU CAN BECOME WHO YOU WERE MEANT TO BE","Girl, Wash Your Face",,RACHEL HOLLIS,"HOLLIS, RACHEL",Adult,Adult,22,3,3
177,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,"9,737",4.8,$7.00,2019,Non Fiction,"I AM CONFIDENT, BRAVE & BEAUTIFUL: A COLORING BOOK FOR GIRLS",(blank),,HOPSCOTCH GIRLS,HOPSCOTCH GIRLS,CH,Not_adult,11,1,1
215,Leonardo da Vinci,Walter Isaacson,"3,014",4.5,$21.00,2017,Non Fiction,LEONARDO DA VINCI,(blank),,WALTER ISAACSON,"ISAACSON, WALTER",Adult,Adult,3,3,3
272,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,"8,580",4.5,$46.00,2009,Non Fiction,"PUBLICATION MANUAL OF THE AMERICAN PSYCHOLOGICAL ASSOCIATION, 6TH EDITION",(blank),,AMERICAN PSYCHOLOGICAL ASSOCIATION,AMERICAN PSYCHOLOGICAL ASSOCIATION,Adult,Adult,9,10,0
20,Alexander Hamilton,Ron Chernow,"9,198",4.8,$13.00,2016,Non Fiction,ALEXANDER HAMILTON,(blank),,RON CHERNOW,"CHERNOW, RON",Adult,Adult,2,1,0
300,Sookie Stackhouse,Charlaine Harris,973,4.7,$25.00,2009,Fiction,DEAD UNTIL DARK,Sookie Stackhouse/True Blood,1,CHARLAINE HARRIS,"HARRIS, CHARLAINE",Adult,Adult,6,4,0
219,Little Bee: A Novel,Chris Cleave,"1,467",4.1,$10.00,2010,Fiction,LITTLE BEE: A NOVEL,(blank),,CHRIS CLEAVE,"CLEAVE, CHRIS",Adult,Adult,4,1,0
231,Milk and Honey,Rupi Kaur,"17,739",4.7,$8.00,2017,Non Fiction,MILK AND HONEY,(blank),,RUPI KAUR,"KAUR, RUPI",Adult,Adult,3,4,4
232,Milk and Honey,Rupi Kaur,"17,739",4.7,$8.00,2018,Non Fiction,MILK AND HONEY,(blank),,RUPI KAUR,"KAUR, RUPI",Adult,Adult,3,4,4
468,The Sun and Her Flowers,Rupi Kaur,"5,487",4.7,$9.00,2017,Non Fiction,THE SUN AND HER FLOWERS,(blank),,RUPI KAUR,"KAUR, RUPI",Adult,Adult,5,4,4
36,Between the World and Me,Ta-Nehisi Coates,"10,070",4.7,$13.00,2015,Non Fiction,BETWEEN THE WORLD AND ME,(blank),,TA-NEHISI COATES,"COATES, TA-NEHISI",Adult,Adult,5,2,0
37,Between the World and Me,Ta-Nehisi Coates,"10,070",4.7,$13.00,2016,Non Fiction,BETWEEN THE WORLD AND ME,(blank),,TA-NEHISI COATES,"COATES, TA-NEHISI",Adult,Adult,5,2,0
339,The Alchemist,Paulo Coelho,"35,799",4.7,$39.00,2014,Fiction,THE ALCHEMIST,(blank),,PAULO COELHO,"COELHO, PAULO",Adult,Adult,2,1,0
305,StrengthsFinder 2.0,Gallup,"5,069",4.0,$17.00,2009,Non Fiction,STRENGTHSFINDER 2.0,(blank),,GALLUP,GALLUP,Adult,Adult,2,9,0
141,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,"3,457",4.5,$14.00,2010,Non Fiction,GOOD TO GREAT: WHY SOME COMPANIES MAKE THE LEAP AND OTHERS DON'T,(blank),,JIM COLLINS,"COLLINS, JIM",Adult,Adult,12,4,0
142,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,"3,457",4.5,$14.00,2011,Non Fiction,GOOD TO GREAT: WHY SOME COMPANIES MAKE THE LEAP AND OTHERS DON'T,(blank),,JIM COLLINS,"COLLINS, JIM",Adult,Adult,12,4,0
143,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,"3,457",4.5,$14.00,2012,Non Fiction,GOOD TO GREAT: WHY SOME COMPANIES MAKE THE LEAP AND OTHERS DON'T,(blank),,JIM COLLINS,"COLLINS, JIM",Adult,Adult,12,4,0
19,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,"2,426",4.5,$8.00,2015,Non Fiction,"ADULT COLORING BOOKS: A COLORING BOOK FOR ADULTS FEATURING MANDALAS AND HENNA INSPIRED FLOWERS, ANIMALS, AND PAISLEY…",(blank),,COLORING BOOKS FOR ADULTS,COLORING BOOKS FOR ADULTS,Adult,Adult,17,1,0
436,"The Meltdown: Diary of a wimpy Kid, Book 13 (Diary of a Wimpy Kid)",Jeff Kinney,"5,898",4.8,$8.00,2018,Fiction,THE MELTDOWN: DIARY OF A WIMPY KID,Diary of a Wimpy Kid,13,JEFF KINNEY,"KINNEY, JEFF",CH,Not_adult,12,12,12
314,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"1,583",4.5,$18.00,2009,Non Fiction,"SUPER FREAKONOMICS: GLOBAL COOLING, PATRIOTIC PROSTITUTES, AND WHY SUICIDE BOMBERS SHOULD BUY LIFE INSURANCE",(blank),,STEVEN D. LEVITT,"LEVITT, D. STEVEN",Adult,Adult,14,1,0
333,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"9,325",4.6,$24.00,2011,Non Fiction,THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE: POWERFUL LESSONS IN PERSONAL CHANGE,(blank),,STEPHEN R. COVEY,"COVEY, R. STEPHEN",Adult,Adult,12,7,0
334,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"9,325",4.6,$24.00,2012,Non Fiction,THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE: POWERFUL LESSONS IN PERSONAL CHANGE,(blank),,STEPHEN R. COVEY,"COVEY, R. STEPHEN",Adult,Adult,12,7,0
335,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"9,325",4.6,$24.00,2013,Non Fiction,THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE: POWERFUL LESSONS IN PERSONAL CHANGE,(blank),,STEPHEN R. COVEY,"COVEY, R. STEPHEN",Adult,Adult,12,7,0
336,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"4,725",4.7,$16.00,2015,Non Fiction,THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE: POWERFUL LESSONS IN PERSONAL CHANGE,(blank),,STEPHEN R. COVEY,"COVEY, R. STEPHEN",Adult,Adult,12,7,0
337,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"4,725",4.7,$16.00,2016,Non Fiction,THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE: POWERFUL LESSONS IN PERSONAL CHANGE,(blank),,STEPHEN R. COVEY,"COVEY, R. STEPHEN",Adult,Adult,12,7,0
382,"The Getaway: Diary of a Wimpy Kid, Book 9 (Diary of a Wimpy Kid)",Jeff Kinney,"5,836",4.8,$8.85,2017,Fiction,THE GETAWAY: DIARY OF A WIMPY KID DIARY OF A WIMPY KID),Diary of a Wimpy Kid,9,JEFF KINNEY,"KINNEY, JEFF",CH,Not_adult,12,12,12
435,The Maze Runner (Book 1),James Dashner,"10,101",4.5,$8.00,2014,Fiction,THE MAZE RUNNER,THE MAZE RUNNER,1,JAMES DASHNER,"DASHNER, JAMES",YA,Not_adult,3,1,0
532,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,"7,497",4.4,$6.00,2012,Non Fiction,"WHEAT BELLY: LOSE THE WHEAT, LOSE THE WEIGHT, AND FIND YOUR PATH BACK TO HEALTH",(blank),,WILLIAM DAVIS,"DAVIS, WILLIAM",Adult,Adult,15,2,0
533,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,"7,497",4.4,$6.00,2013,Non Fiction,"WHEAT BELLY: LOSE THE WHEAT, LOSE THE WEIGHT, AND FIND YOUR PATH BACK TO HEALTH",(blank),,WILLIAM DAVIS,"DAVIS, WILLIAM",Adult,Adult,15,2,0
361,The Day the Crayons Quit,Drew Daywalt,"8,922",4.8,$9.00,2013,Fiction,THE DAY THE CRAYONS QUIT,(blank),,DREW DAYWALT,"DAYWALT, DREW",CH,Not_adult,5,3,0
362,The Day the Crayons Quit,Drew Daywalt,"8,922",4.8,$9.00,2014,Fiction,THE DAY THE CRAYONS QUIT,(blank),,DREW DAYWALT,"DAYWALT, DREW",CH,Not_adult,5,3,0
363,The Day the Crayons Quit,Drew Daywalt,"8,922",4.8,$9.00,2015,Fiction,THE DAY THE CRAYONS QUIT,(blank),,DREW DAYWALT,"DAYWALT, DREW",CH,Not_adult,5,3,0
359,The Constitution of the United States,Delegates of the Constitutional,"2,774",4.8,$14.84,2016,Non Fiction,THE CONSTITUTION OF THE UNITED STATES,(blank),,DELEGATES OF THE CONSTITUTIONAL,DELEGATES OF THE CONSTITUTIONAL CONGRESS,Adult,Adult,6,1,0
546,"Wrecking Ball: Diary of a Wimpy Kid, Book 14 (Diary of a Wimpy Kid)",Jeff Kinney,"9,413",4.9,$8.00,2019,Fiction,WRECKING BALL: DIARY OF A WIMPY KID,Diary of a Wimpy Kid,14,JEFF KINNEY,"KINNEY, JEFF",CH,Not_adult,12,12,12
504,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,"11,128",4.6,$23.00,2017,Non Fiction,THUG KITCHEN: THE OFFICIAL COOKBOOK: EAT LIKE YOU GIVE A F*CK,Thug Kitchen Cookbooks,,THUG KITCHEN,"KITCHEN, THUG",Adult,Adult,14,4,4
29,Baby Touch and Feel: Animals,DK,"5,360",4.6,$5.00,2015,Non Fiction,BABY TOUCH AND FEEL: ANIMALS,(blank),,DK,DK,CH,Not_adult,5,2,0
515,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,"2,586",4.5,$5.00,2014,Fiction,ULTIMATE STICKER BOOK: FROZEN: MORE THAN 60 REUSABLE FULL-COLOR STICKERS,(blank),,DK,DK,CH,Not_adult,10,2,0
21,All the Light We Cannot See,Anthony Doerr,"36,348",4.6,$14.00,2014,Fiction,ALL THE LIGHT WE CANNOT SEE,(blank),,ANTHONY DOERR,"DOERR, ANTHONY",Adult,Adult,6,2,0
22,All the Light We Cannot See,Anthony Doerr,"36,348",4.6,$14.00,2015,Fiction,ALL THE LIGHT WE CANNOT SEE,(blank),,ANTHONY DOERR,"DOERR, ANTHONY",Adult,Adult,6,2,0
447,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,"2,663",4.8,$17.00,2013,Non Fiction,"THE PIONEER WOMAN COOKS: A YEAR OF HOLIDAYS: 140 STEP-BY-STEP RECIPES FOR SIMPLE, SCRUMPTIOUS CELEBRATIONS",(Pioneer Woman),,REE DRUMMOND,"DRUMMOND, REE",Adult,Adult,15,3,0
448,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,"3,428",4.8,$14.00,2015,Non Fiction,"THE PIONEER WOMAN COOKS: DINNERTIME - COMFORT CLASSICS, FREEZER FOOD, 16-MINUTE MEALS, AND OTHER DELICIOUS WAYS TO SOLVE…",(Pioneer Woman),,REE DRUMMOND,"DRUMMOND, REE",Adult,Adult,18,3,0
449,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,"2,876",4.8,$21.00,2012,Non Fiction,THE PIONEER WOMAN COOKS: FOOD FROM MY FRONTIER,(Pioneer Woman),,REE DRUMMOND,"DRUMMOND, REE",Adult,Adult,8,3,0
13,A Stolen Life: A Memoir,Jaycee Dugard,"4,149",4.6,$32.00,2011,Non Fiction,A STOLEN LIFE: A MEMOIR,(blank),,JAYCEE DUGARD,"DUGARD, JAYCEE",Adult,Adult,5,1,0
454,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"10,795",4.6,$21.00,2012,Non Fiction,THE POWER OF HABIT: WHY WE DO WHAT WE DO IN LIFE AND BUSINESS,(blank),,CHARLES DUHIGG,"DUHIGG, CHARLES",Adult,Adult,14,1,0
364,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,"2,023",4.1,$15.00,2011,Non Fiction,"THE DUKAN DIET: 2 STEPS TO LOSE THE WEIGHT, 2 STEPS TO KEEP IT OFF FOREVER",(blank),,PIERRE DUKAN,"DUKAN, PIERRE",Adult,Adult,16,1,0
234,Mindset: The New Psychology of Success,Carol S. Dweck,"5,542",4.6,$10.00,2014,Non Fiction,MINDSET: THE NEW PSYCHOLOGY OF SUCCESS,(blank),,CAROL S. DWECK,"DWECK, S. CAROL",Adult,Adult,6,3,0
235,Mindset: The New Psychology of Success,Carol S. Dweck,"5,542",4.6,$10.00,2015,Non Fiction,MINDSET: THE NEW PSYCHOLOGY OF SUCCESS,(blank),,CAROL S. DWECK,"DWECK, S. CAROL",Adult,Adult,6,3,0
236,Mindset: The New Psychology of Success,Carol S. Dweck,"5,542",4.6,$10.00,2016,Non Fiction,MINDSET: THE NEW PSYCHOLOGY OF SUCCESS,(blank),,CAROL S. DWECK,"DWECK, S. CAROL",Adult,Adult,6,3,0
205,Knock-Knock Jokes for Kids,Rob Elliott,"3,673",4.5,$4.00,2013,Non Fiction,KNOCK-KNOCK JOKES FOR KIDS,Laugh-Out-Loud Jokes for Kids,,ROB ELLIOTT,"ELLIOTT, ROB",CH,Not_adult,4,8,0
206,Knock-Knock Jokes for Kids,Rob Elliott,"3,673",4.5,$4.00,2014,Non Fiction,KNOCK-KNOCK JOKES FOR KIDS,Laugh-Out-Loud Jokes for Kids,,ROB ELLIOTT,"ELLIOTT, ROB",CH,Not_adult,4,8,0
207,Knock-Knock Jokes for Kids,Rob Elliott,"3,673",4.5,$4.00,2015,Non Fiction,KNOCK-KNOCK JOKES FOR KIDS,Laugh-Out-Loud Jokes for Kids,,ROB ELLIOTT,"ELLIOTT, ROB",CH,Not_adult,4,8,0
209,Laugh-Out-Loud Jokes for Kids,Rob Elliott,"6,990",4.6,$4.00,2013,Non Fiction,LAUGH-OUT-LOUD JOKES FOR KIDS,Laugh-Out-Loud Jokes for Kids,,ROB ELLIOTT,"ELLIOTT, ROB",CH,Not_adult,4,8,0
210,Laugh-Out-Loud Jokes for Kids,Rob Elliott,"6,990",4.6,$4.00,2014,Non Fiction,LAUGH-OUT-LOUD JOKES FOR KIDS,Laugh-Out-Loud Jokes for Kids,,ROB ELLIOTT,"ELLIOTT, ROB",CH,Not_adult,4,8,0
211,Laugh-Out-Loud Jokes for Kids,Rob Elliott,"6,990",4.6,$4.00,2015,Non Fiction,LAUGH-OUT-LOUD JOKES FOR KIDS,Laugh-Out-Loud Jokes for Kids,,ROB ELLIOTT,"ELLIOTT, ROB",CH,Not_adult,4,8,0
212,Laugh-Out-Loud Jokes for Kids,Rob Elliott,"6,990",4.6,$4.00,2016,Non Fiction,LAUGH-OUT-LOUD JOKES FOR KIDS,Laugh-Out-Loud Jokes for Kids,,ROB ELLIOTT,"ELLIOTT, ROB",CH,Not_adult,4,8,0
263,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,"10,820",4.7,$5.00,2018,Non Fiction,P IS FOR POTTY!,"Sesame Street, Lift-the-Flap",,NAOMI KLEINBERG,"KLEINBERG, NAOMI",CH,Not_adult,7,2,2
320,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,"4,587",4.3,$21.00,2011,Non Fiction,"THE 4 HOUR BODY: AN UNCOMMON GUIDE TO RAPID FAT LOSS, INCREDIBLE SEX AND BECOMING SUPERHUMAN",(blank),,TIMOTHY FERRISS,"FERRISS, TIMOTHY",Adult,Adult,16,2,0
264,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,"10,820",4.7,$5.00,2019,Non Fiction,P IS FOR POTTY!,"Sesame Street, Lift-the-Flap",,NAOMI KLEINBERG,"KLEINBERG, NAOMI",CH,Not_adult,7,2,2
505,Tina Fey: Bossypants,Tina Fey,"5,977",4.3,$12.00,2011,Non Fiction,TINA FEY: BOSSYPANTS,(blank),,TINA FEY,"FEY, TINA",Adult,Adult,3,1,0
395,The Great Gatsby,F. Scott Fitzgerald,"11,616",4.4,$7.00,2012,Fiction,THE GREAT GATSBY,(blank),,F. SCOTT FITZGERALD,"FITZGERALD, SCOTT F.",Adult,Adult,3,3,0
396,The Great Gatsby,F. Scott Fitzgerald,"11,616",4.4,$7.00,2013,Fiction,THE GREAT GATSBY,(blank),,F. SCOTT FITZGERALD,"FITZGERALD, SCOTT F.",Adult,Adult,3,3,0
397,The Great Gatsby,F. Scott Fitzgerald,"11,616",4.4,$7.00,2014,Fiction,THE GREAT GATSBY,(blank),,F. SCOTT FITZGERALD,"FITZGERALD, SCOTT F.",Adult,Adult,3,3,0
136,Gone Girl,Gillian Flynn,"57,271",4.0,$10.00,2012,Fiction,GONE GIRL,(blank),,GILLIAN FLYNN,"FLYNN, GILLIAN",Adult,Adult,2,3,0
137,Gone Girl,Gillian Flynn,"57,271",4.0,$10.00,2013,Fiction,GONE GIRL,(blank),,GILLIAN FLYNN,"FLYNN, GILLIAN",Adult,Adult,2,3,0
138,Gone Girl,Gillian Flynn,"57,271",4.0,$9.00,2014,Fiction,GONE GIRL,(blank),,GILLIAN FLYNN,"FLYNN, GILLIAN",Adult,Adult,2,3,0
539,Winter of the World: Book Two of the Century Trilogy,Ken Follett,"10,760",4.5,$15.00,2012,Fiction,WINTER OF THE WORLD: BOOK TWO OF THE CENTURY TRILOGY,(blank),,KEN FOLLETT,"FOLLETT, KEN",Adult,Adult,10,1,0
181,If I Stay,Gayle Forman,"7,153",4.3,$9.00,2014,Fiction,IF I STAY,(blank),,GAYLE FORMAN,"FORMAN, GAYLE",YA,Not_adult,3,1,0
94,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,"6,346",4.5,$9.00,2011,Non Fiction,"EAT TO LIVE: THE AMAZING NUTRIENT-RICH PROGRAM FOR FAST AND SUSTAINED WEIGHT LOSS, REVISED EDITION",(blank),,JOEL FUHRMAN,"FUHRMAN, JOEL",Adult,Adult,15,2,0
95,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,"6,346",4.5,$9.00,2012,Non Fiction,"EAT TO LIVE: THE AMAZING NUTRIENT-RICH PROGRAM FOR FAST AND SUSTAINED WEIGHT LOSS, REVISED EDITION",(blank),,JOEL FUHRMAN,"FUHRMAN, JOEL",Adult,Adult,15,2,0
432,The Magnolia Story,Chip Gaines,"7,861",4.9,$5.00,2016,Non Fiction,THE MAGNOLIA STORY,(blank),,CHIP GAINES,"GAINES, CHIP",Adult,Adult,3,1,0
426,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"22,641",4.5,$11.00,2017,Non Fiction,THE LIFE-CHANGING MAGIC OF TIDYING UP: THE JAPANESE ART OF DECLUTTERING AND ORGANIZING,(blank),,MARIE KONDŌ,"KONDŌ, MARIE",Adult,Adult,13,4,4
427,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"22,641",4.5,$11.00,2019,Non Fiction,THE LIFE-CHANGING MAGIC OF TIDYING UP: THE JAPANESE ART OF DECLUTTERING AND ORGANIZING,(blank),,MARIE KONDŌ,"KONDŌ, MARIE",Adult,Adult,13,4,4
331,The 5000 Year Leap,W. Cleon Skousen,"1,680",4.8,$12.00,2009,Non Fiction,THE 5000 YEAR LEAP,(blank),,W. CLEON SKOUSEN,"SKOUSEN, CLEON W.",Adult,Adult,4,1,0
306,StrengthsFinder 2.0,Gallup,"5,069",4.0,$17.00,2010,Non Fiction,STRENGTHSFINDER 2.0,(blank),,GALLUP,GALLUP,Adult,Adult,2,9,0
307,StrengthsFinder 2.0,Gallup,"5,069",4.0,$17.00,2011,Non Fiction,STRENGTHSFINDER 2.0,(blank),,GALLUP,GALLUP,Adult,Adult,2,9,0
308,StrengthsFinder 2.0,Gallup,"5,069",4.0,$17.00,2012,Non Fiction,STRENGTHSFINDER 2.0,(blank),,GALLUP,GALLUP,Adult,Adult,2,9,0
309,StrengthsFinder 2.0,Gallup,"5,069",4.0,$17.00,2013,Non Fiction,STRENGTHSFINDER 2.0,(blank),,GALLUP,GALLUP,Adult,Adult,2,9,0
310,StrengthsFinder 2.0,Gallup,"5,069",4.0,$17.00,2014,Non Fiction,STRENGTHSFINDER 2.0,(blank),,GALLUP,GALLUP,Adult,Adult,2,9,0
311,StrengthsFinder 2.0,Gallup,"5,069",4.0,$17.00,2015,Non Fiction,STRENGTHSFINDER 2.0,(blank),,GALLUP,GALLUP,Adult,Adult,2,9,0
312,StrengthsFinder 2.0,Gallup,"5,069",4.0,$17.00,2016,Non Fiction,STRENGTHSFINDER 2.0,(blank),,GALLUP,GALLUP,Adult,Adult,2,9,0
54,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,"6,143",4.3,$8.00,2018,Fiction,CRAZY RICH ASIANS,Crazy Rich Asians Trilogy,1,KEVIN KWAN,"KWAN, KEVIN",Adult,Adult,7,1,1
31,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,"1,296",4.8,$24.00,2012,Non Fiction,BAREFOOT CONTESSA FOOLPROOF: RECIPES YOU CAN TRUST: A COOKBOOK,Barefoot Contessa,,INA GARTEN,"GARTEN, INA",Adult,Adult,9,3,0
32,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Ina Garten,615,4.7,$21.00,2010,Non Fiction,"BAREFOOT CONTESSA, HOW EASY IS THAT?: FABULOUS RECIPES & EASY TIPS",Barefoot Contessa,,INA GARTEN,"GARTEN, INA",Adult,Adult,11,3,0
227,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,"1,386",4.5,$20.00,2014,Non Fiction,MAKE IT AHEAD: A BAREFOOT CONTESSA COOKBOOK,Barefoot Contessa,,INA GARTEN,"GARTEN, INA",Adult,Adult,7,3,0
14,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,"5,153",4.5,$5.00,2018,Fiction,A WRINKLE IN TIME,Time Quintet,1,MADELEINE L'ENGLE,"L'ENGLE, MADELEINE",CH,Not_adult,6,1,1
35,Being Mortal: Medicine and What Matters in the End,Atul Gawande,"11,113",4.8,$15.00,2015,Non Fiction,BEING MORTAL: MEDICINE AND WHAT MATTERS IN THE END,(blank),,ATUL GAWANDE,"GAWANDE, ATUL",Adult,Adult,9,1,0
60,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"4,642",4.4,$13.00,2013,Non Fiction,"DAVID AND GOLIATH: UNDERDOGS, MISFITS, AND THE ART OF BATTLING GIANTS",(blank),,MALCOLM GLADWELL,"GLADWELL, MALCOLM",Adult,Adult,11,4,0
332,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"9,325",4.6,$24.00,2009,Non Fiction,THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE: POWERFUL LESSONS IN PERSONAL CHANGE,(blank),,STEPHEN R. COVEY,"COVEY, R. STEPHEN",Adult,Adult,12,7,0
262,Outliers: The Story of Success,Malcolm Gladwell,"10,426",4.6,$20.00,2010,Non Fiction,OUTLIERS: THE STORY OF SUCCESS,(blank),,MALCOLM GLADWELL,"GLADWELL, MALCOLM",Adult,Adult,5,4,0
347,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,858,4.7,$53.00,2009,Non Fiction,THE BOOK OF BASKETBALL: THE NBA ACCORDING TO THE SPORTS GUY,(blank),,BILL SIMMONS,"SIMMONS, BILL",Adult,Adult,11,1,0
510,To Kill a Mockingbird,Harper Lee,"26,234",4.8,$7.00,2019,Fiction,TO KILL A MOCKINGBIRD,(blank),,HARPER LEE,"LEE, HARPER",Adult,Adult,4,6,6
522,Unfreedom of the Press,Mark R. Levin,"5,956",4.9,$11.00,2019,Non Fiction,UNFREEDOM OF THE PRESS,(blank),,MARK R. LEVIN,"LEVIN, R. MARK",Adult,Adult,4,2,2
530,What Should Danny Do? (The Power to Choose Series),Adir Levy,"8,170",4.8,$13.00,2019,Fiction,WHAT SHOULD DANNY DO?,The Power to Choose Series,,ADIR LEVY,"LEVY, ADIR",CH,Not_adult,9,1,1
222,Looking for Alaska,John Green,"8,491",4.5,$7.00,2014,Fiction,LOOKING FOR ALASKA,(blank),,JOHN GREEN,"GREEN, JOHN",YA,Not_adult,3,5,0
366,The Fault in Our Stars,John Green,"50,482",4.7,$13.00,2012,Fiction,THE FAULT IN OUR STARS,(blank),,JOHN GREEN,"GREEN, JOHN",YA,Not_adult,5,5,0
367,The Fault in Our Stars,John Green,"50,482",4.7,$13.00,2013,Fiction,THE FAULT IN OUR STARS,(blank),,JOHN GREEN,"GREEN, JOHN",YA,Not_adult,5,5,0
368,The Fault in Our Stars,John Green,"50,482",4.7,$7.00,2014,Fiction,THE FAULT IN OUR STARS,(blank),,JOHN GREEN,"GREEN, JOHN",YA,Not_adult,5,5,0
369,The Fault in Our Stars,John Green,"50,482",4.7,$13.00,2014,Fiction,THE FAULT IN OUR STARS,(blank),,JOHN GREEN,"GREEN, JOHN",YA,Not_adult,5,5,0
358,The Confession: A Novel,John Grisham,"3,523",4.3,$13.00,2010,Fiction,THE CONFESSION: A NOVEL,(blank),,JOHN GRISHAM,"GRISHAM, JOHN",Adult,Adult,4,5,0
